"Vx";"Vy";"X";"Y";"Traj";"Time";"TrueMovMode";"TrueTrajClust";"firstEstMovMode";"firstSegment";"finalEstMovMode";"finalSegment"
0;0;0;0;"T19";0;1;2;1;"S-1-NA";2;"S-1"
-9.66852425002751;7.71597779613586;0;0;"T19";0.28056000592187;1;2;1;"S-1-NA";2;"S-1"
-15.9646769792757;8.71184524080116;-2.34846505411482;1.87419545568181;"T19";0.523457990493625;1;2;1;"S-1-NA";2;"S-1"
-16.2666318055595;8.66942968684445;-2.55145161319995;1.98496421667885;"T19";0.536172720603645;1;2;1;"S-1-NA";2;"S-1"
-16.5827736893369;8.58090648422939;-2.80150251488118;2.11823081643779;"T19";0.551544735208154;1;2;1;"S-1-NA";2;"S-1"
-17.8458731833244;8.1597371705384;-3.49422198326195;2.47668478133769;"T19";0.593318173196167;1;2;4;"S-2-NA";2;"S-1"
-21.4247234555447;6.30085383341035;-8.43416702845791;4.73539483668918;"T19";0.870129792019725;1;2;4;"S-2-NA";2;"S-1"
-21.4774715431725;6.29389924872141;-8.64707952021391;4.7980108369678;"T19";0.880067492835224;1;2;4;"S-2-NA";2;"S-1"
-21.6453090508097;6.01330727828336;-9.07685924973262;4.92395631017195;"T19";0.900078215636313;1;2;4;"S-2-NA";2;"S-1"
-22.0585922858879;5.81674350680954;-9.85991437909421;5.14149772284635;"T19";0.936254882253706;1;2;4;"S-2-NA";2;"S-1"
-22.545775605566;5.13320747182514;-11.7674481113504;5.64450509101008;"T19";1.02273065131158;1;2;4;"S-2-NA";2;"S-1"
-22.4963520030815;5.04405731324623;-11.9266301107025;5.68074754470739;"T19";1.02979104267433;1;2;4;"S-2-NA";2;"S-1"
-22.6817899811282;4.93166326246803;-12.533520050697;5.81682239096447;"T19";1.05676830280572;1;2;4;"S-2-NA";2;"S-1"
-22.8603680366993;4.27267205272118;-14.1354797426444;6.16513377940889;"T19";1.12739587202668;1;2;4;"S-2-NA";2;"S-1"
-23.1386500894889;3.87648997358894;-14.9950052548144;6.32578170198626;"T19";1.1649948079139;1;2;4;"S-2-NA";2;"S-1"
-22.9679577399395;3.46910323532225;-17.7739405791651;6.79134537490732;"T19";1.28509409260005;1;2;4;"S-2-NA";2;"S-1"
-22.7933683980148;3.45841413986896;-18.3986160321228;6.88569697810247;"T19";1.31229178514332;1;2;4;"S-2-NA";2;"S-1"
-22.4155462515219;3.00450343606985;-20.1992564917521;7.15890628695322;"T19";1.39129022136331;1;2;2;"S-3";2;"S-1"
-22.3791427881761;2.9338892478853;-20.4702536371465;7.19522982086877;"T19";1.40337991761044;1;2;2;"S-3";2;"S-1"
-22.0729007774428;2.4871551347452;-23.5747627662843;7.60222869656973;"T19";1.54210324399173;1;2;2;"S-3";2;"S-1"
-21.9174586757086;2.56596978505479;-25.7622424338157;7.84871199036551;"T19";1.64120574481785;1;2;2;"S-3";2;"S-1"
-21.8845224847865;2.27571580683782;-28.1794924506027;8.13170969542669;"T19";1.75149453571066;1;2;2;"S-3";2;"S-1"
-22.2562709643068;2.34144268275099;-30.2921728247825;8.35140195170777;"T19";1.84803218580782;1;2;2;"S-3";2;"S-1"
-21.1796911301543;2.61670491923242;-33.0625197995841;8.64285278204828;"T19";1.97250708006322;1;2;2;"S-3";2;"S-1"
-21.1061607389447;2.63218525318391;-33.3595308613347;8.67954785477495;"T19";1.9865304697305;1;2;2;"S-3";2;"S-1"
-20.9769128193023;2.61245716201622;-33.671694092729;8.71847826302993;"T19";2.00132061727345;1;2;2;"S-3";2;"S-1"
-21.0340827494374;2.59514302030861;-34.3646427462442;8.80477783858613;"T19";2.03435448929667;1;2;2;"S-3";2;"S-1"
-20.9571482211609;2.87473370592924;-36.8179125325877;9.10745735348599;"T19";2.15098756598309;1;2;2;"S-3";2;"S-1"
-21.0022240089522;2.87715231851141;-36.9218590714586;9.12171590697588;"T19";2.15594752226025;1;2;2;"S-3";2;"S-1"
-20.762355127889;2.57106331554242;-39.5121510520386;9.47656711579884;"T19";2.27928169770166;1;2;2;"S-3";2;"S-1"
-20.9050039334455;2.55389742622861;-40.4192115960897;9.58889108268124;"T19";2.32296944595873;1;2;2;"S-3";2;"S-1"
-20.9342732809375;2.55154140258431;-40.5209442969116;9.60131944115557;"T19";2.32783587416634;1;2;2;"S-3";2;"S-1"
-20.7021462383067;2.50152057386823;-41.4469714936607;9.71418682855975;"T19";2.37207085592672;1;2;2;"S-3";2;"S-1"
-20.7796896068557;2.44051306430842;-41.5959704814346;9.73219095378964;"T19";2.37926812842488;1;2;2;"S-3";2;"S-1"
-20.9363767850948;2.76112855673349;-42.5589988615162;9.84529578775759;"T19";2.42561282357201;1;2;2;"S-3";2;"S-1"
-21.4460711526424;2.57230102584562;-50.81860375866;10.9345879409765;"T19";2.82012257957831;1;2;2;"S-3";2;"S-1"
-21.4093768490805;2.70129204204266;-51.4769105306235;11.013547073994;"T19";2.85081849433482;1;2;2;"S-3";2;"S-1"
-21.2221958822569;2.85795854731322;-51.9177700930144;11.0691717862843;"T19";2.87141038570553;1;2;2;"S-3";2;"S-1"
-21.0080197930211;2.90540188425535;-55.5371984433205;11.5565943059677;"T19";3.04195957724005;1;2;2;"S-3";2;"S-1"
-20.9438856460863;3.17504767247905;-56.8709437000133;11.7410508144864;"T19";3.1054470106028;1;2;2;"S-3";2;"S-1"
-21.0270108627936;3.02206127108322;-57.35194551806;11.813969647632;"T19";3.12841322738677;1;2;2;"S-3";2;"S-1"
-21.336694131861;2.9345937313256;-60.6403301990836;12.2865855631223;"T19";3.28480182215571;1;2;2;"S-3";2;"S-1"
-21.7492315094697;3.17470368226212;-61.382168986106;12.3886161513942;"T19";3.31957003800198;1;2;2;"S-3";2;"S-1"
-21.8159355022617;3.11516173896372;-61.438549550742;12.3968459403906;"T19";3.32216233946383;1;2;2;"S-3";2;"S-1"
-21.7851361634324;3.10153489147308;-66.2375768540286;13.0821131955075;"T19";3.5421404056251;1;2;2;"S-3";2;"S-1"
-21.6924793660474;3.03352707083748;-66.956510335256;13.1844672620576;"T19";3.57514150673524;1;2;2;"S-3";2;"S-1"
-21.5910592297107;2.93292397514839;-67.7783832713129;13.2993998964626;"T19";3.61302896635607;1;2;2;"S-3";2;"S-1"
-21.7668247618718;2.81578297910463;-68.3071513327144;13.3712276149677;"T19";3.63751910626888;1;2;2;"S-3";2;"S-1"
-21.7287627652839;2.73341713016052;-69.5493759963028;13.5319233113874;"T19";3.6945887375623;1;2;2;"S-3";2;"S-1"
-21.579231206127;2.59498780689095;-71.5723222654153;13.7864042519323;"T19";3.78768866648898;1;2;2;"S-3";2;"S-1"
-21.6451478093354;2.50766188838338;-72.5528972831355;13.9043222718293;"T19";3.83312935009599;1;2;2;"S-3";2;"S-1"
-21.8667984774835;2.49959776330744;-74.6405541722325;14.1461842199631;"T19";3.92957853619009;1;2;2;"S-3";2;"S-1"
-21.8403953934721;2.31519163811178;-78.5362293344486;14.5914995656034;"T19";4.10773333860561;1;2;2;"S-3";2;"S-1"
-21.8190004403709;2.15414917220772;-80.7328009850465;14.8243471961687;"T19";4.20830714283511;1;2;2;"S-3";2;"S-1"
-22.0502955322012;2.0633260642034;-82.591156167186;15.0078191333096;"T19";4.29347855970263;1;2;2;"S-3";2;"S-1"
-22.0570663040223;2.08242474899502;-82.7247822322955;15.0203230084887;"T19";4.299538617488;1;2;2;"S-3";2;"S-1"
-21.909137299183;2.15866982006384;-83.6868302021773;15.1111507040031;"T19";4.34315493330359;1;2;2;"S-3";2;"S-1"
-21.7807467048626;2.13613478909371;-84.6312949031012;15.2042071953728;"T19";4.38626318937168;1;2;2;"S-3";2;"S-1"
-21.92032765041;2.00996838744382;-85.1405027183896;15.2541474726211;"T19";4.40964199369773;1;2;2;"S-3";2;"S-1"
-21.2630799181419;2.07946504942037;-87.0158816670591;15.4261089716197;"T19";4.49519632384181;1;2;2;"S-3";2;"S-1"
-21.3110809741976;2.28514037363204;-89.5532173831474;15.6742527476185;"T19";4.6145269065164;1;2;2;"S-3";2;"S-1"
-21.5713973066769;2.06547165290308;-90.5818317047305;15.7845488005494;"T19";4.6627935487777;1;2;2;"S-3";2;"S-1"
-22.1491769749258;1.76183802504794;-91.9575980976397;15.916279093454;"T19";4.7265708912164;1;2;2;"S-3";2;"S-1"
-21.8810172890206;1.788881973922;-92.313600481695;15.9445970096433;"T19";4.74264383083209;1;2;2;"S-3";2;"S-1"
-22.3033771932659;2.0221089033078;-96.0202266740746;16.2476321332863;"T19";4.91204300196841;1;2;2;"S-3";2;"S-1"
-22.2727445842159;2.22110585964042;-97.3847509301092;16.3713450859481;"T19";4.97322316514328;1;2;2;"S-3";2;"S-1"
-22.1661215763876;1.81446787164734;-100.490733963514;16.6810831646727;"T19";5.112675356213;1;2;2;"S-3";2;"S-1"
-22.0375825031425;2.14647827994558;-101.342044408392;16.7507694851102;"T19";5.15108128311113;1;2;2;"S-3";2;"S-1"
-21.7817276529443;1.86305004133871;-103.323902885323;16.9438040965088;"T19";5.24101213086396;1;2;2;"S-3";2;"S-1"
-21.7522484569942;1.83783189170148;-104.312652257074;17.0283745028266;"T19";5.2864056546241;1;2;2;"S-3";2;"S-1"
-21.6516054672786;2.00854164854674;-104.870451513372;17.0755025624577;"T19";5.31204894650728;1;2;2;"S-3";2;"S-1"
-21.6247911118706;1.96577061571668;-105.452336413603;17.1294819340356;"T19";5.33892385428771;1;2;2;"S-3";2;"S-1"
-21.8598559534949;2.20094376771239;-107.587237389376;17.3235520447676;"T19";5.43764855246991;1;2;2;"S-3";2;"S-1"
-21.6867412506224;2.20919429626664;-109.850692819411;17.5514464157474;"T19";5.54119248408824;1;2;2;"S-3";2;"S-1"
-21.1642002446466;2.10685458531902;-111.084186239623;17.6771004546334;"T19";5.59807025128976;1;2;2;"S-3";2;"S-1"
-21.6437688405301;2.12979614549069;-112.320589507408;17.800181972665;"T19";5.65648981137201;1;2;2;"S-3";2;"S-1"
-21.7175107446067;2.12248831150776;-112.602892165454;17.8279611971336;"T19";5.66953294910491;1;2;2;"S-3";2;"S-1"
