"Vx";"Vy";"X";"Y";"Traj";"Time";"TrueMovMode";"TrueTrajClust";"firstEstMovMode";"firstSegment";"finalEstMovMode";"finalSegment"
0;0;0;0;"T30";0;1;1;1;"S-1-NA";2;"S-1"
-4.51806143070741;4.10226569380021;0;0;"T30";0.115943478886038;1;1;1;"S-1-NA";2;"S-1"
-8.55545922043921;6.43060639610191;-0.535253448479489;0.485994246174264;"T30";0.234413193538785;1;1;1;"S-1-NA";2;"S-1"
-14.4587274864686;7.17068254941152;-2.31836077809978;1.82624508524071;"T30";0.442830682732165;1;1;1;"S-1-NA";2;"S-1"
-15.7258201945158;7.27054105033431;-3.12986564639634;2.22870400171884;"T30";0.498956290539354;1;1;1;"S-1-NA";2;"S-1"
-18.958132477099;6.95198404651992;-6.70148748498287;3.87997705918199;"T30";0.726074608974159;1;1;4;"S-2-NA";2;"S-1"
-18.9414074673399;6.80677742305085;-6.94660387953286;3.96986171773211;"T30";0.739003962371498;1;1;4;"S-2-NA";2;"S-1"
-20.7815249112767;5.61626141914439;-11.3430041804062;5.54975055979824;"T30";0.971109222155064;1;1;4;"S-2-NA";2;"S-1"
-21.4503429120353;4.48618930276367;-14.31253372375;6.35227367966042;"T30";1.11400198657066;1;1;4;"S-2-NA";2;"S-1"
-21.885798752995;3.82959692549779;-16.9117577399579;6.89588321657165;"T30";1.23517599422485;1;1;2;"S-3-NA";2;"S-1"
-22.1690793872668;3.70581059744023;-18.6506947639597;7.20016399498464;"T30";1.31463103462011;1;1;4;"S-4-NA";2;"S-1"
-22.1335999927675;3.51262053901185;-19.0244540939905;7.26264206463854;"T30";1.33149052271619;1;1;2;"S-5";2;"S-1"
-22.1582994016924;3.23027130015491;-19.8453901576788;7.39292529373227;"T30";1.36858056066558;1;1;2;"S-5";2;"S-1"
-21.5895308456091;3.37265387892092;-22.3125351512558;7.75258952254327;"T30";1.47992236306891;1;1;2;"S-5";2;"S-1"
-21.8068155244764;2.90542873606058;-24.143382023824;8.03859910981196;"T30";1.56472489470616;1;1;2;"S-5";2;"S-1"
-22.1999835935202;2.4061372663369;-27.3765960506309;8.46937603516243;"T30";1.71299111098051;1;1;2;"S-5";2;"S-1"
-22.3862032994215;2.16800974909261;-28.4862056819802;8.58964067742348;"T30";1.76297356374562;1;1;2;"S-5";2;"S-1"
-22.2140040222765;2.02697139975319;-29.8412367278118;8.72086974196798;"T30";1.82350330287591;1;1;2;"S-5";2;"S-1"
-21.843091435937;1.92401439375157;-32.6844039258408;8.98030152154909;"T30";1.95149315986782;1;1;2;"S-5";2;"S-1"
-21.7211502128475;1.97983105336594;-37.2055183655635;9.37853678432481;"T30";2.15847459621727;1;1;2;"S-5";2;"S-1"
-21.5811166063005;2.20413470200907;-41.7890310318029;9.79631303563721;"T30";2.36949070822448;1;1;2;"S-5";2;"S-1"
-21.5251765050076;1.93200587921046;-44.4470310855686;10.0677813874989;"T30";2.49265393940732;1;1;2;"S-5";2;"S-1"
-20.9410275969752;2.32282261967333;-51.017235295832;10.6574942364917;"T30";2.79788740444928;1;1;2;"S-5";2;"S-1"
-21.1762674840003;2.67167233204461;-55.6352299898052;11.169731875405;"T30";3.01841119071469;1;1;2;"S-5";2;"S-1"
