"Vx";"Vy";"X";"Y";"Traj";"Time";"TrueMovMode";"TrueTrajClust";"firstEstMovMode";"firstSegment";"finalEstMovMode";"finalSegment"
0;0;0;0;"T34";0;1;2;1;"S-1-NA";8;"S-1"
-1.96282853454629;2.14657964265133;0;0;"T34";0.0503983581438661;1;2;7;"S-2-NA";3;"S-2"
-3.30414309482414;3.11022334799449;-0.0728543747533282;0.0796746710021383;"T34";0.087515392806381;1;2;3;"S-3-NA";3;"S-2"
-10.4728012324074;7.92876293512652;-0.81210447755943;0.775538277320084;"T34";0.311249680817127;1;2;1;"S-4-NA";2;"S-3"
-12.8161817294608;8.56783756396598;-1.63198694930339;1.39625604030097;"T34";0.389536516740918;1;2;1;"S-4-NA";2;"S-3"
-12.9035444142683;8.54602366444026;-1.67081177123796;1.42221110045907;"T34";0.392565876245499;1;2;1;"S-4-NA";2;"S-3"
-14.3397034264126;9.05202130455041;-2.58620804926678;2.02847849515447;"T34";0.463507336098701;1;2;1;"S-4-NA";2;"S-3"
-15.9174463559114;9.15189522618554;-3.73625017022139;2.7544492820284;"T34";0.543707190081477;1;2;1;"S-4-NA";2;"S-3"
-19.6225591920032;8.3034619334317;-6.7723753451193;4.50009986397182;"T34";0.734449166338891;1;2;4;"S-5-NA";2;"S-3"
-21.3537221403512;7.03576056477351;-9.79638619509081;5.77973718004912;"T34";0.888558058068156;1;2;4;"S-5-NA";2;"S-3"
-21.3173038918058;6.99335550475441;-9.85345824305162;5.79854164241658;"T34";0.891230755951256;1;2;4;"S-5-NA";2;"S-3"
-21.6209125460695;6.59885888917287;-11.3006878714008;6.27331984792641;"T34";0.959120655898005;1;2;4;"S-5-NA";2;"S-3"
-22.2755934385149;5.69108743489434;-13.8742278240047;7.05878285540569;"T34";1.07815078226849;1;2;4;"S-5-NA";2;"S-3"
-21.7240057244093;2.12403979234678;-33.9179537165948;12.1796608643639;"T34";1.97795737767592;1;2;2;"S-6";2;"S-3"
-21.591721921495;2.14148037547415;-34.4601321256316;12.2326717376787;"T34";2.00291494838893;1;2;2;"S-6";2;"S-3"
-22.0054312128326;2.00837885005241;-35.9357724123942;12.3790266567931;"T34";2.07125782035291;1;2;2;"S-6";2;"S-3"
-20.9418186441664;2.49774448535377;-43.8394141923333;13.1003716209383;"T34";2.43042559595779;1;2;2;"S-6";2;"S-3"
-21.4417552834994;2.67240599373874;-52.2092867803254;14.0986518302645;"T34";2.83009826671332;1;2;2;"S-6";2;"S-3"
-21.9539995565531;2.47629400734985;-55.8197923481208;14.5486493510939;"T34";2.99848492722958;1;2;2;"S-6";2;"S-3"
-21.6941917482579;2.4515555752007;-61.250084436846;15.1611573236312;"T34";3.24583357432857;1;2;2;"S-6";2;"S-3"
-21.568928182665;1.9889879220105;-69.860233000688;16.1341485260662;"T34";3.64272084552795;1;2;2;"S-6";2;"S-3"
-21.4871014601223;1.95463329994532;-70.3588200230845;16.1801259412265;"T34";3.66583683062345;1;2;2;"S-6";2;"S-3"
-21.5898812293266;1.80197439425074;-70.6766274296614;16.2090361663221;"T34";3.68062744382769;1;2;2;"S-6";2;"S-3"
-21.0387949858144;2.28442052388853;-73.1697637105248;16.4171228941635;"T34";3.79610451636836;1;2;2;"S-6";2;"S-3"
