"Vx";"Vy";"X";"Y";"Traj";"Time";"TrueMovMode";"TrueTrajClust";"firstEstMovMode";"firstSegment";"finalEstMovMode";"finalSegment"
0;0;0;0;"T35";0;1;2;1;"S-1-NA";2;"S-1"
-0.177268395721022;0.291563015824215;0;0;"T35";0.00537191517651081;1;2;1;"S-1-NA";2;"S-1"
-0.894377564702531;0.929984463331993;-0.00280481391840488;0.00461323069772036;"T35";0.0211943290196359;1;2;1;"S-1-NA";2;"S-1"
-2.219665916487;1.95929853959148;-0.0258998696284804;0.028627745191161;"T35";0.0470168190076947;1;2;7;"S-2-NA";3;"S-2"
-9.4779573017696;7.07290127853859;-0.516574400258396;0.461746028504478;"T35";0.268074648920447;1;2;1;"S-3-NA";2;"S-3"
-9.96468529807613;7.21228210456273;-0.674770325457812;0.579799331128414;"T35";0.284765579272062;1;2;1;"S-3-NA";2;"S-3"
-15.5144102526791;8.84447370568916;-2.80530540298767;2.12184702788593;"T35";0.498574145603925;1;2;1;"S-3-NA";2;"S-3"
-16.438820429066;8.88277060927726;-3.51145792218244;2.52441130757847;"T35";0.544090056791902;1;2;1;"S-3-NA";2;"S-3"
-16.8673102803364;8.86824246838109;-3.87204246219549;2.71925434805139;"T35";0.566024996805936;1;2;4;"S-4-NA";2;"S-3"
-17.8727712882599;8.64247545610633;-4.45674702172268;3.02667157818915;"T35";0.600689952261746;1;2;4;"S-4-NA";2;"S-3"
-18.2746061581059;8.6338860038299;-4.75293563604461;3.1698951884715;"T35";0.617262010928243;1;2;4;"S-4-NA";2;"S-3"
-19.6963767129265;7.76119834675974;-6.25836320188642;3.88113842282904;"T35";0.699640123639256;1;2;4;"S-4-NA";2;"S-3"
-19.8235824343884;7.68747746089735;-6.50387501863187;3.97788037359525;"T35";0.712104944977909;1;2;4;"S-4-NA";2;"S-3"
-22.3586073826084;5.05773686244994;-12.4141849677998;6.26986642967399;"T35";1.01025034673512;1;2;4;"S-4-NA";2;"S-3"
-22.3928886162744;4.01516673418129;-15.7982312526044;7.03537097769902;"T35";1.16160352481529;1;2;4;"S-4-NA";2;"S-3"
-21.9911211577098;3.63743377965941;-20.571173641084;7.89118551019571;"T35";1.3747489778325;1;2;2;"S-5";2;"S-3"
-21.8759473045585;3.21927018453496;-23.072509145339;8.30491804307518;"T35";1.4884919510223;1;2;2;"S-5";2;"S-3"
-21.6120786204829;3.25194254472063;-24.8574156571;8.56758535688321;"T35";1.57008414389566;1;2;2;"S-5";2;"S-3"
-21.5100996932557;3.34452087486973;-25.0460082676587;8.5959626520368;"T35";1.57881040358916;1;2;2;"S-5";2;"S-3"
-21.603606310359;3.37691213857169;-25.3576045922388;8.64441154009181;"T35";1.59329645102844;1;2;2;"S-5";2;"S-3"
-21.660698708035;3.2967753046251;-25.4254517500435;8.65501689400665;"T35";1.59643699880689;1;2;2;"S-5";2;"S-3"
-21.5209596504131;3.44964534965632;-25.7696900279511;8.70741022945762;"T35";1.61232929676771;1;2;2;"S-5";2;"S-3"
-22.1533103182524;3.20857727426777;-26.7327056884896;8.86177427962018;"T35";1.65707709966227;1;2;2;"S-5";2;"S-3"
-22.3505271932131;2.93095330466375;-28.7929188876637;9.16016549772948;"T35";1.75007508369163;1;2;2;"S-5";2;"S-3"
-22.3288633305828;2.84909894240989;-29.4636414597441;9.24812121001123;"T35";1.78008433431387;1;2;2;"S-5";2;"S-3"
-22.2418116959969;1.68032335100798;-36.6077863077507;10.1596936098028;"T35";2.10003545507789;1;2;2;"S-5";2;"S-3"
-22.225172859845;1.60508789991807;-36.9855418872205;10.1882322706742;"T35";2.11701948428527;1;2;2;"S-5";2;"S-3"
-21.9888970934237;1.41662814850326;-38.0499347363428;10.2651020477355;"T35";2.16491080354899;1;2;2;"S-5";2;"S-3"
-21.3322254767723;1.29563195971796;-39.8938053436764;10.3838928626386;"T35";2.24876542342827;1;2;2;"S-5";2;"S-3"
-21.0785735796075;1.53467344103242;-40.9811998526429;10.44993674916;"T35";2.29973968816921;1;2;2;"S-5";2;"S-3"
-21.0586658823823;1.59606440865026;-41.0659483876113;10.4561070588013;"T35";2.30376028921455;1;2;2;"S-5";2;"S-3"
-20.9987712110427;1.47191653621934;-42.3664211246174;10.5546716241707;"T35";2.36551504349336;1;2;2;"S-5";2;"S-3"
-21.0008425245674;1.46796152014422;-42.4018743607111;10.5571567317012;"T35";2.36720339162275;1;2;2;"S-5";2;"S-3"
-20.76830238552;1.9245845492829;-44.0278604717336;10.6708133643091;"T35";2.44462819537148;1;2;2;"S-5";2;"S-3"
-20.7627071186624;1.91732821578472;-44.1878013117173;10.6856349738811;"T35";2.45232939487323;1;2;2;"S-5";2;"S-3"
-20.8784151098726;1.93667051802936;-45.2874014450164;10.7871773377745;"T35";2.50528973992914;1;2;2;"S-5";2;"S-3"
-20.9896052407827;1.88106491082777;-45.7675483709783;10.8317155075033;"T35";2.52828702796251;1;2;2;"S-5";2;"S-3"
-21.1085496140128;2.18510644903245;-46.9149891870541;10.93454786817;"T35";2.58295412641019;1;2;2;"S-5";2;"S-3"
