"Vx";"Vy";"X";"Y";"Traj";"Time";"TrueMovMode";"TrueTrajClust";"firstEstMovMode";"firstSegment";"finalEstMovMode";"finalSegment"
0;0;0;0;"T10";0;1;2;1;"S-1-NA";2;"S-1"
-0.217899251110681;0.314826118108865;0;0;"T10";0.00683210091665387;1;2;1;"S-1-NA";2;"S-1"
-0.710386603454098;0.972039469724045;-0.00342296202270358;0.00494557847513873;"T10";0.0225410214625299;1;2;1;"S-1-NA";2;"S-1"
-1.67903883979194;2.12822529927772;-0.0235163049967209;0.0324397940958718;"T10";0.0508261029608548;1;2;1;"S-1-NA";2;"S-1"
-3.03538467651653;3.5494128545184;-0.0874852399147379;0.113522079051974;"T10";0.0889246468432248;1;2;1;"S-1-NA";2;"S-1"
-11.278076850163;7.86930377776865;-0.800225844635194;0.946961966886971;"T10";0.323735282290727;1;2;1;"S-1-NA";2;"S-1"
-12.489334374716;8.12022238537542;-1.21721037476478;1.23791387134863;"T10";0.36070829955861;1;2;1;"S-1-NA";2;"S-1"
-13.7551706003146;8.22024296401301;-1.92147374557769;1.6958065834256;"T10";0.417097483295947;1;2;1;"S-1-NA";2;"S-1"
-15.612263131854;8.53862428760255;-2.87729724381182;2.26701733860284;"T10";0.486585788894445;1;2;1;"S-1-NA";2;"S-1"
-15.8313608235676;8.5302456967093;-3.09001040532092;2.38335394860069;"T10";0.500210537575185;1;2;1;"S-1-NA";2;"S-1"
-18.5924932740804;7.36341190100697;-4.45423661598416;3.11842561379351;"T10";0.586382928304374;1;2;4;"S-2-NA";2;"S-1"
-19.5277495408;7.0843600379166;-5.34239985635785;3.47017573561938;"T10";0.634152919519693;1;2;4;"S-2-NA";2;"S-1"
-20.0594233741553;6.44291208182129;-6.65736169290136;3.94722318375111;"T10";0.701491034124047;1;2;4;"S-2-NA";2;"S-1"
-20.9562770428814;5.57009578128936;-11.3038484126303;5.43963424992038;"T10";0.93312714016065;1;2;4;"S-2-NA";2;"S-1"
-21.6001108598718;5.30906044622087;-12.4163278032516;5.73532688405532;"T10";0.986212876159698;1;2;4;"S-2-NA";2;"S-1"
-21.7699666352922;5.43745775050671;-13.140659969792;5.91335945436258;"T10";1.01974660065025;1;2;4;"S-2-NA";2;"S-1"
-21.7029709165571;5.48441460479686;-13.5232714406637;6.00892385014587;"T10";1.0373217985034;1;2;4;"S-2-NA";2;"S-1"
-22.0554743789887;4.81595567875657;-16.0078308051654;6.63678045639339;"T10";1.1518019484356;1;2;4;"S-2-NA";2;"S-1"
-22.2180540979832;4.62811197715887;-17.5168585957535;6.9662864480853;"T10";1.22022159630433;1;2;4;"S-2-NA";2;"S-1"
-22.3329830524397;4.50099035354005;-17.8526669950436;7.03623671771428;"T10";1.23533580917865;1;2;4;"S-2-NA";2;"S-1"
-22.3083698637309;4.41407222362074;-18.4623204764365;7.15910630626445;"T10";1.26263415440917;1;2;4;"S-2-NA";2;"S-1"
-22.4112507606531;3.83689827193095;-20.5998063285846;7.58204249505739;"T10";1.35844957549125;1;2;4;"S-2-NA";2;"S-1"
-22.1091534342909;3.80003856546785;-21.0894353573135;7.66586899783854;"T10";1.38029704103246;1;2;4;"S-2-NA";2;"S-1"
-22.2113864153184;3.64698235151066;-21.6294641642729;7.75868712852855;"T10";1.40472261700779;1;2;4;"S-2-NA";2;"S-1"
-22.2582975620055;3.58003099742887;-23.4637451016934;8.05986554582317;"T10";1.48730552755296;1;2;4;"S-2-NA";2;"S-1"
-22.4955797264557;3.46072382027409;-25.637778292928;8.40953767112286;"T10";1.58497845986858;1;2;4;"S-2-NA";2;"S-1"
-22.3926760167273;3.28031520711516;-26.7623725742076;8.58254544708123;"T10";1.6349702491425;1;2;2;"S-3";2;"S-1"
-22.449043600957;3.25915248399619;-27.0124297635628;8.61917645984082;"T10";1.64613716769964;1;2;2;"S-3";2;"S-1"
-22.513185601448;2.70357422300073;-31.5602235285178;9.27942522630158;"T10";1.84872013051063;1;2;2;"S-3";2;"S-1"
-22.1757564966943;2.41558858024837;-34.0650260841868;9.58022315615019;"T10";1.95997948758304;1;2;2;"S-3";2;"S-1"
-21.8961823198995;2.0857052846458;-35.6013938128447;9.74757854449788;"T10";2.02926089987159;1;2;2;"S-3";2;"S-1"
-21.6230387952807;2.18776544789999;-36.5399508634467;9.83698012929393;"T10";2.07212485838681;1;2;2;"S-3";2;"S-1"
-21.6995062287164;2.26875191364829;-37.6276249312755;9.94702829443397;"T10";2.12242648703977;1;2;2;"S-3";2;"S-1"
-21.5618384205897;2.35365862452178;-37.8083589434448;9.96592460625086;"T10";2.13075543288141;1;2;2;"S-3";2;"S-1"
-21.2219976906555;2.23975129960996;-38.7962681535596;10.0737633251613;"T10";2.17657291796058;1;2;2;"S-3";2;"S-1"
-20.9753460185881;2.2239906305633;-39.7501614726526;10.1744364018561;"T10";2.22152124624699;1;2;2;"S-3";2;"S-1"
-20.9266373227561;2.2826147280976;-40.5319134435159;10.2573246201045;"T10";2.25879128556699;1;2;2;"S-3";2;"S-1"
-20.9947187525911;2.2251167370966;-42.9855075110787;10.5249552895242;"T10";2.37603869754821;1;2;2;"S-3";2;"S-1"
-20.7278862365605;2.36137493928541;-44.5946627933816;10.695500958339;"T10";2.45268441503868;1;2;2;"S-3";2;"S-1"
-20.8589445036225;2.47829786944952;-45.0771916310444;10.7504719038438;"T10";2.47596362605691;1;2;2;"S-3";2;"S-1"
-20.67294017579;2.70541988035056;-48.5261516062195;11.1602505557218;"T10";2.64131043804809;1;2;2;"S-3";2;"S-1"
