"Vx";"Vy";"X";"Y";"Traj";"Time";"TrueMovMode";"TrueTrajClust";"firstEstMovMode";"firstSegment";"finalEstMovMode";"finalSegment"
0;0;0;0;"T29";0;1;2;1;"S-1-NA";2;"S-1"
-11.1592758085777;8.03634669205306;0;0;"T29";0.327626615762711;1;2;1;"S-1-NA";2;"S-1"
-15.5492358559998;8.41423567313718;-1.64040732758511;1.181338487084;"T29";0.474626058712602;1;2;1;"S-1-NA";2;"S-1"
-16.159294473228;8.39593272151607;-1.92172809114926;1.33357099717627;"T29";0.492718315217644;1;2;1;"S-1-NA";2;"S-1"
-18.3028907768177;7.85840770500324;-3.96270786034748;2.39400893006707;"T29";0.619022082537413;1;2;4;"S-2-NA";2;"S-1"
-19.745025649707;7.26135656937737;-6.35562663167567;3.42141665157684;"T29";0.749762018676847;1;2;4;"S-2-NA";2;"S-1"
-20.3082953768936;7.15558126713335;-7.33336016559352;3.78098426853358;"T29";0.799279985949397;1;2;4;"S-2-NA";2;"S-1"
-20.866533869898;6.81366861477537;-8.86440073624821;4.32044289976182;"T29";0.874669896438718;1;2;4;"S-2-NA";2;"S-1"
-21.6059194183475;6.28679468160294;-10.7423739342555;4.93366822594362;"T29";0.964669184759259;1;2;4;"S-2-NA";2;"S-1"
-21.8305731470065;4.64377389247555;-14.6332531167838;6.06581900730339;"T29";1.14475312875584;1;2;4;"S-2-NA";2;"S-1"
-21.6554865663723;4.60816370654331;-14.8558679517717;6.11317337366991;"T29";1.15495051722974;1;2;4;"S-2-NA";2;"S-1"
-21.698888364572;4.64040764959592;-14.9902232437253;6.14176341150006;"T29";1.16115473210812;1;2;4;"S-2-NA";2;"S-1"
-22.0328013797132;4.73823535848146;-16.3660266021116;6.43598532376258;"T29";1.22455905657262;1;2;4;"S-2-NA";2;"S-1"
-22.0446903350265;4.53522339688158;-17.4504408659305;6.66919261862793;"T29";1.2737772311084;1;2;4;"S-2-NA";2;"S-1"
-22.2737528023917;3.82077101803043;-20.881813379012;7.37512410000679;"T29";1.42943251412362;1;2;4;"S-2-NA";2;"S-1"
-21.5662790789605;2.85914727543013;-27.5139857931831;8.51278654833587;"T29";1.72718981048092;1;2;2;"S-3";2;"S-1"
-21.7835906486461;2.65278299717624;-29.5315049719039;8.78025895012795;"T29";1.82073952164501;1;2;2;"S-3";2;"S-1"
-22.0412877005527;3.23609870768689;-35.2288114076366;9.47407099820524;"T29";2.08228072151542;1;2;2;"S-3";2;"S-1"
-22.0791399367354;3.16371270885775;-35.7417499483635;9.54938056139049;"T29";2.10555243538693;1;2;2;"S-3";2;"S-1"
-22.3768547219866;2.71598436455489;-39.399196581465;10.0734548880295;"T29";2.27120411582291;1;2;2;"S-3";2;"S-1"
-21.2909792258046;2.78405060120401;-48.6826620742108;11.2002328664559;"T29";2.68607321195304;1;2;2;"S-3";2;"S-1"
-21.4099056784719;3.00672782025515;-56.9397873058966;12.2799509114404;"T29";3.07389592053369;1;2;2;"S-3";2;"S-1"
