"Vx";"Vy";"X";"Y";"Traj";"Time";"TrueMovMode";"TrueTrajClust";"firstEstMovMode";"firstSegment";"finalEstMovMode";"finalSegment"
0;0;0;0;"T40";0;1;2;1;"S-1-NA";2;"S-1"
-8.91559528824247;6.80616160433195;0;0;"T40";0.237726676277816;1;2;1;"S-1-NA";2;"S-1"
-13.5753228391756;8.3482760786197;-1.63642472299319;1.24924592895147;"T40";0.421272998210043;1;2;1;"S-1-NA";2;"S-1"
-15.8187101631006;8.02571015975124;-2.83466627583462;1.98611616109997;"T40";0.509539153426886;1;2;1;"S-1-NA";2;"S-1"
-17.4938546867764;7.76962355308653;-4.47615962637456;2.81893689836356;"T40";0.613308255560696;1;2;4;"S-2-NA";2;"S-1"
-19.8609196607299;7.14952632170242;-7.56723792429542;4.19179126225139;"T40";0.790003349538893;1;2;4;"S-2-NA";2;"S-1"
-20.2391938267313;7.05291736086384;-7.85518692080061;4.29544703272874;"T40";0.804501620586962;1;2;4;"S-2-NA";2;"S-1"
-20.7641447953875;6.56443962906333;-8.87813422285767;4.65192184332115;"T40";0.855044508352876;1;2;4;"S-2-NA";2;"S-1"
-21.4961769420421;5.21578008339308;-12.6041588135675;5.82987854335118;"T40";1.03448963491246;1;2;4;"S-2-NA";2;"S-1"
-22.1764642030697;3.82498249007377;-18.9465580194384;7.36878285866739;"T40";1.32953741122037;1;2;4;"S-2-NA";2;"S-1"
-22.3309826306961;3.76849542076945;-20.1707760628498;7.57993521087296;"T40";1.38474089326337;1;2;4;"S-2-NA";2;"S-1"
-22.4184928307097;3.74132257164833;-20.2105738684367;7.58665134381665;"T40";1.38652307214215;1;2;4;"S-2-NA";2;"S-1"
-22.7044181618978;3.47966636608175;-20.992450466343;7.71713525217213;"T40";1.42139948438853;1;2;4;"S-2-NA";2;"S-1"
-22.8068272323219;3.19795101294358;-21.6805888239703;7.82259895008203;"T40";1.45170805044472;1;2;4;"S-2-NA";2;"S-1"
-22.3752413750129;2.68590714459846;-25.7878158565355;8.3985103083514;"T40";1.63179566152394;1;2;2;"S-3";2;"S-1"
-22.3379374957177;2.85853286778118;-26.2518686116674;8.45421485202936;"T40";1.65253522573039;1;2;2;"S-3";2;"S-1"
-22.188482227849;2.54296071596523;-27.505379450415;8.61462366028961;"T40";1.70865100808442;1;2;2;"S-3";2;"S-1"
-22.3248181239304;2.45603158739296;-27.9676480967605;8.66760299415336;"T40";1.72948472900316;1;2;2;"S-3";2;"S-1"
-22.0690234936529;2.48506228547819;-30.4647344028598;8.94231622183481;"T40";1.84133721049875;1;2;2;"S-3";2;"S-1"
-22.2881216763033;2.43619429419867;-30.9233003452826;8.99395262202476;"T40";1.86211592517793;1;2;2;"S-3";2;"S-1"
-22.3454260608925;2.26247107120909;-31.6314774625466;9.07135964076851;"T40";1.89388967119157;1;2;2;"S-3";2;"S-1"
-22.189168569365;2.24970354971452;-31.9889378059974;9.10755244747346;"T40";1.90988669637591;1;2;2;"S-3";2;"S-1"
