"Vx";"Vy";"X";"Y";"Traj";"Time";"TrueMovMode";"TrueTrajClust";"firstEstMovMode";"firstSegment";"finalEstMovMode";"finalSegment"
0;0;0;0;"T2";0;1;2;1;"S-1-NA";2;"S-1"
-6.10707351515519;5.41950642835858;0;0;"T2";0.163211999461055;1;2;1;"S-1-NA";2;"S-1"
-12.2860541547733;7.82485013024743;-1.13843648954875;1.01026520445131;"T2";0.349624769296497;1;2;1;"S-1-NA";2;"S-1"
-13.9215714304522;7.99264889482045;-2.15910012918546;1.66031443205033;"T2";0.432699744123966;1;2;1;"S-1-NA";2;"S-1"
-21.5850923601826;5.60853334845069;-8.88113718628514;5.5195685632217;"T2";0.915550196077675;1;2;4;"S-2-NA";2;"S-1"
-21.8485633103413;5.56323570816973;-9.43382027172905;5.66317422698781;"T2";0.941155047621578;1;2;4;"S-2-NA";2;"S-1"
-23.1562332325639;3.46482170410166;-14.6703732248466;6.99654237402366;"T2";1.1808299808763;1;2;4;"S-2-NA";2;"S-1"
-22.9414311261322;3.24134581931565;-20.5722608069709;7.87963022273973;"T2";1.43570250365883;1;2;4;"S-2-NA";2;"S-1"
-22.9043216930536;3.21304761030125;-20.6124550879177;7.88530918687195;"T2";1.43745454261079;1;2;4;"S-2-NA";2;"S-1"
-22.7926643201453;3.07611224419299;-21.6758745785111;8.03448703630965;"T2";1.48388331290334;1;2;4;"S-2-NA";2;"S-1"
-21.971540762243;2.49638435222043;-29.9885679585889;9.15637333838968;"T2";1.84859246946871;1;2;2;"S-3";2;"S-1"
-22.0997668823916;2.2254687976023;-31.1587995464313;9.28933387383761;"T2";1.90185371320695;1;2;2;"S-3";2;"S-1"
-21.865228623906;2.33887647167063;-31.5564193158253;9.32937458534399;"T2";1.91984574776143;1;2;2;"S-3";2;"S-1"
-21.3193358070984;2.53170315179204;-36.7886887311759;9.88905918958479;"T2";2.15914209838957;1;2;2;"S-3";2;"S-1"
-21.4186999232437;2.35047622523399;-38.0072176775023;10.0337613323662;"T2";2.21629814477637;1;2;2;"S-3";2;"S-1"
